Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Consent Form,RID,In what ZIP code do you live?,Validate zip codes,RespondentZip,doProceed,How old are you?,What was your sex assigned at birth?,What is your gender?,Prefer to self-describe::What is your gender?,"Are you of Hispanic, Latino, or Spanish origin?","Yes, another Hispanic, Latino, or Spanish origin – Print, for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.:Are you of Hispanic, Latino, or Spanish origin?",White:Please choose one or more race(s) that you consider yourself to be:,Black or African American:Please choose one or more race(s) that you consider yourself to be:,American Indian or Alaska Native:Please choose one or more race(s) that you consider yourself to be:,Asian:Please choose one or more race(s) that you consider yourself to be:,Native Hawaiian and Pacific Islander:Please choose one or more race(s) that you consider yourself to be:,Other race:Please choose one or more race(s) that you consider yourself to be:,What is the highest level of education you have completed?,What is your best guess at your household income? Please indicate the answer that includes your entire household income in 2020 before taxes.,"In general, how would you describe your own political viewpoint?",What is your current employment status?,Which of the following best describes the industry in which you work? Please select one from a dropdown menu.,"In total, approximately how many full-time employees does your organization have across all locations? Your best estimate is fine.",Religious group:Have you participated in activities or meetings hosted by any of the following groups in the past two years:,School association:Have you participated in activities or meetings hosted by any of the following groups in the past two years:,Alumni group:Have you participated in activities or meetings hosted by any of the following groups in the past two years:,Neighborhood organization:Have you participated in activities or meetings hosted by any of the following groups in the past two years:,None of the above:Have you participated in activities or meetings hosted by any of the following groups in the past two years:,Religious group:Have you donated money to any of the following groups in the past two years:,School association:Have you donated money to any of the following groups in the past two years:,Alumni group:Have you donated money to any of the following groups in the past two years:,Neighborhood organization:Have you donated money to any of the following groups in the past two years:,None of the above:Have you donated money to any of the following groups in the past two years:,"Purchase carbon offsets to offset average American’s annual carbon footprint:Imagine an average American took these actions to reduce their individual carbon emissions. Please rank each of these actions in the order from the most impactful action, in terms of carbon emissions avoided, to the least impactful action.","Take one fewer round-trip flight:Imagine an average American took these actions to reduce their individual carbon emissions. Please rank each of these actions in the order from the most impactful action, in terms of carbon emissions avoided, to the least impactful action.","Get 100% of electricity from solar panels on the roof instead of from the grid for one year:Imagine an average American took these actions to reduce their individual carbon emissions. Please rank each of these actions in the order from the most impactful action, in terms of carbon emissions avoided, to the least impactful action.","Drive a fully electric car for one year:Imagine an average American took these actions to reduce their individual carbon emissions. Please rank each of these actions in the order from the most impactful action, in terms of carbon emissions avoided, to the least impactful action.","Avoid eating all meat for one year:Imagine an average American took these actions to reduce their individual carbon emissions. Please rank each of these actions in the order from the most impactful action, in terms of carbon emissions avoided, to the least impactful action.","Purchase 100% of household energy from renewable sources for one year:Imagine an average American took these actions to reduce their individual carbon emissions. Please rank each of these actions in the order from the most impactful action, in terms of carbon emissions avoided, to the least impactful action.","Compost 100% of compostable materials for one year:Imagine an average American took these actions to reduce their individual carbon emissions. Please rank each of these actions in the order from the most impactful action, in terms of carbon emissions avoided, to the least impactful action.","Source all of food locally for one year:Imagine an average American took these actions to reduce their individual carbon emissions. Please rank each of these actions in the order from the most impactful action, in terms of carbon emissions avoided, to the least impactful action.","Replace 25 incandescent light bulbs with ENERGY STAR lights:Imagine an average American took these actions to reduce their individual carbon emissions. Please rank each of these actions in the order from the most impactful action, in terms of carbon emissions avoided, to the least impactful action.","Buy only used clothes items for one year:Imagine an average American took these actions to reduce their individual carbon emissions. Please rank each of these actions in the order from the most impactful action, in terms of carbon emissions avoided, to the least impactful action.","Replace old refrigerator with ENERGY STAR refrigerator:Imagine an average American took these actions to reduce their individual carbon emissions. Please rank each of these actions in the order from the most impactful action, in terms of carbon emissions avoided, to the least impactful action.","Plant 10 trees:Imagine an average American took these actions to reduce their individual carbon emissions. Please rank each of these actions in the order from the most impactful action, in terms of carbon emissions avoided, to the least impactful action.","Recycle 100% of recyclable materials generated as waste, including newspaper, magazines, glass, plastic, and metal for one year:Imagine an average American took these actions to reduce their individual carbon emissions. Please rank each of these actions in the order from the most impactful action, in terms of carbon emissions avoided, to the least impactful action.","Eliminate all food packaging for one year:Imagine an average American took these actions to reduce their individual carbon emissions. Please rank each of these actions in the order from the most impactful action, in terms of carbon emissions avoided, to the least impactful action.",Time spent on Page,How many cars does your household have?,A fully electric car is one that runs entirely on electricity and does not use any gasoline. How many of the cars your household has are fully electric?,"Imagine 10 drivers in the Boston area. If you had to guess, how many of them do you think drive a fully electric car?",Do you think that people should drive a fully electric car because it is the right thing to do?,"Imagine 10 people in the Boston area. If you had to guess, how many of them think that people should drive a fully electric car because it is the right thing to do?",When would you guess you will buy your next car?,How likely is it that the next car you purchase is a fully electric car?,How interested would you be in participating in a program which helps you purchase a fully electric car?,How many round-trip flights have you taken in the last 12 months?,How many of those round-trips were over 4 hours each way?,Are you trying to fly less frequently than you used to?,"Imagine 10 people in the Boston area. If you had to guess, how many of them are trying to fly less frequently than they used to?","Do you think that people should fly less frequently, because it is the right thing to do? ","Imagine 10 people in the Boston area. If you had to guess, how many of them think that people should fly less frequently, because it is the right thing to do?",How likely is that you will reduce the amount you fly by at least one flight per year over the next 12 months?,How interested would you be in participating in a program which helps you fly less frequently?,Have you ever heard of carbon offsets?,Have you purchased a carbon offset in the last 12 months?,"Imagine 10 people in the Boston area. If you had to guess, how many of them do you think purchased carbon offsets in the last 12 months?","Do you think that people should purchase carbon offsets, because it is the right thing to do?","Imagine 10 people in the Boston area. If you had to guess, how many of them think that people should purchase carbon offsets, because it is the right thing to do?",How likely is that you will purchase a carbon offset in the next 12 months?,How interested would you be in participating in a program which helps you purchase carbon offsets?,Think about the last three meals you ate. How many of these meals included meat?,"If you were to guess, what percent of your meals include meat?",Are you trying to eat less meat than you used to?,"Imagine 10 people in the Boston area. If you had to guess, how many of them are trying to eat less meat than they used to?","Do you think that people should eat less meat, because it is the right thing to do?","Imagine 10 people in the Boston area. If you had to guess, how many of them think that people should eat less meat because it is the right thing to do?",How likely is that you will reduce the amount of meat in your diet in the next 12 months?,How interested would you be in participating in a program which helps you eat less meat?,Does your household pay for their own electricity?,Does your electric utility give you the option to choose which electricity provider you use?,Do you currently get your electricity from a green energy provider?  ,"Imagine 10 households in the Boston area. If you had to guess, how many of them do you think get their electricity from a green energy provider?","If people have the choice, should they choose a green energy provider because it is the right thing to do?","Imagine 10 people in the Boston area. If you had to guess, how many think that people should choose a green energy provider because it is the right thing to do?",This question makes sure you are reading along. Please select three on this question.,How likely is that you will have a green energy provider in the next 12 months?,How interested would you be in participating in a program which helps you get a green energy provider?,Does your household have solar panels installed to get electricity?,"Imagine 10 households in the Boston area. If you had to guess, how many of them do you think have solar panels for electricity?","If people have the choice, should they pay to install solar panels because it is the right thing to do?","Imagine 10 people in the Boston area. If you had to guess, how many think that people should pay to install solar panels because it is the right thing to do?",How likely is that you will have solar panels installed in the next 12 months?,How interested would you be in participating in a program which helps you install solar panels on your roof?,Are you currently trying to reduce the amount of food waste you produce?,"Imagine 10 people in the Boston area. If you had to guess, how many of them are trying to reduce the amount of food waste they produce?",Should people reduce the amount of food waste they produce because it is the right thing to do?,"Imagine 10 people in the Boston area. If you had to guess, how many of them think that people should reduce the amount of food waste they produce, because it is the right thing to do?",How likely is that you will reduce the amount of food waste you produce in the next 12 months?,How interested would you be in participating in a program which helps you reduce the amount of food waste you produce?,"Do you have any feedback about this survey, including any typos, misspellings, or anything else that was unclear to you? If yes, please provide feedback here.",Time spent on survey,Redirect to Lucid
72,3/31/2021 14:15,3/31/2021 14:19,Complete,,,,English,https://www.samplicio.us/s/RelevantID.aspx?RVPID=3907252&RVSID=10307266&RSID=68cdac15-f2f0-4362-a682-4b63b396c228&RVTO=8000&SSID=6064bc13-0c18-cee5-a411-d29124d26151,1617214500_6064bc2470bee8.93399726,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",,73.61.211.13,-71.35710144,42.5945015,United States,Chelmsford,MA,1824,I consent to participate in this study.,6064bc13-0c18-cee5-a411-d29124d26151,1824,,1824,TRUE,44,Male,Male,,"No, not of Hispanic, Latino, or Spanish origin",,White,,,,,,"Post-graduate degree (for example: MS, MBA, MD, PhD)","$150,000 or more",Moderate,Employed,Other,50-99,,,,,,,,,,,3,1,11,7,10,12,,5,6,,8,4,9,2,25,2,0,5,1,3,In 2-5 years,50,4,1,0,1,4,0,5,40,4,0,0,5,0,5,50,4,1,50,0,6,0,5,40,5,1,999,999,5,0,4,3,40,5,1,6,0,4,50,4,0,5,0,4,40,5,,250,
73,3/31/2021 14:23,3/31/2021 14:33,Complete,,,,English,https://www.samplicio.us/,1617215031_6064be37b66091.12872732,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.63",,47.14.48.252,-71.57859802,42.75139999,United States,Hollis,NH,3049,I consent to participate in this study.,6064be5f-1090-8b6b-c05d-1c8e4d391739,1463,,1463,TRUE,75,Male,Male,,"No, not of Hispanic, Latino, or Spanish origin",,White,,,,,,Some college,"$40,000 to $49,000",Conservative,Retired,,,,,,,,,,,,,11,12,1,4,9,5,,6,7,,10,8,2,3,141,1,0,2,0,4,In 6-10 years,0,0,0,,0,5,0,5,10,1,1,0,4,0,5,0,0,3,90,0,4,0,4,10,0,1,999,1,3,0,3,3,10,0,1,5,0,3,100,10,1,6,1,6,70,8,,553,
74,3/31/2021 14:27,3/31/2021 14:31,Disqualified,,,,English,https://www.samplicio.us/,1617215254_6064bf16eab8d9.80922358,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,76.119.17.60,-71.04689789,41.93239975,United States,Raynham,MA,2767,I consent to participate in this study.,6064befa-6619-f2aa-ec3d-13dcc43e8ed2,2302,,2302,TRUE,33,Male,Male,,"Yes, Mexican, Mexican Am., Chicano",,,Black or African American,,,,,Some college,"$40,000 to $49,000",Moderate,Unemployed,,,,,,,,,,,,,11,6,5,2,7,4,,3,12,,8,9,1,10,101,2,3,4,1,4,In 2-5 years,40,5,3,3,1,4,1,4,40,5,1,0,6,1,6,60,6,1,30,0,3,0,3,40,4,0,,,3,0,6,7,90,10,,,,,,,,,,,,,,,
75,3/31/2021 14:34,3/31/2021 14:34,Disqualified,,,,English,https://survey.alchemer.com/s3/6239716/MIP-Boston-Index?RID=6064c079-fd2d-ab46-c79f-35891fb6b341,1617215584_6064c060b9a8a4.93819608,"Mozilla/5.0 (Linux; Android 10; SM-T867V Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.185 Safari/537.36 TapResearch Multi Window",,71.232.81.231,-71.64830017,42.57339859,United States,Shirley,MA,1464,I consent to participate in this study.,6064c079-fd2d-ab46-c79f-35891fb6b341,1469,,1469,TRUE,25,Male,Male,,"No, not of Hispanic, Latino, or Spanish origin",,White,,,,,,"Associate's degree (for example: AA, AS)","$90,000 to $99,000",Liberal,Employed,Agriculture/Forestry/Fishing,9-May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3/31/2021 14:40,3/31/2021 14:41,Disqualified,,,,English,https://www.samplicio.us/s/RelevantID.aspx?RVPID=19174240&RVSID=10307266&RSID=3c8b95a8-7d1e-4863-a0bd-8a18e52d46c7&RVTO=8000&SSID=6064c23a-9468-7ecf-8bac-75ef811d4757,1617216034_6064c22237e812.54918578,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Safari/605.1.15",,66.30.157.224,-71.05400085,42.17549896,United States,Randolph,MA,2368,I consent to participate in this study.,6064c23a-9468-7ecf-8bac-75ef811d4757,2368,,2368,TRUE,2,Female,Female,,"No, not of Hispanic, Latino, or Spanish origin",,,Black or African American,,,,,No high school,"$100,000 to $149,000",Liberal,Unemployed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3/31/2021 15:11,3/31/2021 15:19,Complete,,,,English,https://www.samplicio.us/s/RelevantID.aspx?RVPID=5653507&RVSID=10307266&RSID=906e05a9-acb3-43af-b1a3-d564d6c7847d&RVTO=8000&SSID=6064c953-0739-5303-f699-ea892c234843,1617217891_6064c963dc4ad6.31193247,"Mozilla/5.0 (Linux; Android 10; SM-A015T1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Mobile Safari/537.36",,172.58.220.109,-71.07119751,42.29040146,United States,Dorchester Center,MA,2124,I consent to participate in this study.,6064c953-0739-5303-f699-ea892c234843,2118,,2118,TRUE,70,Female,Female,,"No, not of Hispanic, Latino, or Spanish origin",,White,,,,,,Some college,"Less than $20,000",Moderate,Retired,,,,,,,,,,,,,9,12,10,4,11,2,,3,8,,1,7,5,6,137,0,,2,0,3,In the next year,0,0,0,,0,5,0,4,0,0,0,0,1,0,2,0,0,1,20,1,4,0,5,10,0,0,,,10,0,5,3,20,0,0,8,0,5,0,0,1,10,0,10,90,2,None,487,
78,3/31/2021 15:26,3/31/2021 15:58,Disqualified,,,,English,https://www.samplicio.us/,1617218795_6064ccebef5ae8.47226679,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",,108.49.35.21,-71.27410126,42.3103981,United States,Wellesley Hills,MA,2481,I consent to participate in this study.,6064ccc4-c089-b307-547f-c3666e9a26cc,2481,,2481,TRUE,43,Female,Female,,"No, not of Hispanic, Latino, or Spanish origin",,,,,Asian,,,"Post-graduate degree (for example: MS, MBA, MD, PhD)","$100,000 to $149,000",Moderate,Employed,Finance/Banking,50-99,,,,,,,,,,,6,11,10,7,5,8,,12,9,,3,2,4,1,440,2,0,1,1,1,In 1-2 years,20,4,0,,1,2,1,3,20,4,0,0,3,1,6,70,7,2,60,0,4,1,5,50,4,1,0,999,5,1,5,6,60,6,,,,,,,,,,,,,,,
79,3/31/2021 15:27,3/31/2021 15:32,Complete,,,,English,https://www.samplicio.us/,1617218811_6064ccfbd475c4.88608564,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.63",,96.230.244.159,-71.22709656,42.36600113,United States,Waltham,MA,2453,I consent to participate in this study.,6064cceb-3f80-3b4f-09e6-c8f5f3283dba,2135,,2135,TRUE,59,Male,Male,,"No, not of Hispanic, Latino, or Spanish origin",,White,,,,,,"Post-graduate degree (for example: MS, MBA, MD, PhD)","$150,000 or more",Moderate,Employed,Healthcare,500-999,,,,,,,,,,,2,9,1,4,12,3,,7,6,,10,8,5,11,46,2,0,1,1,7,In the next year,80,6,0,,0,0,0,3,0,0,0,0,1,0,3,0,0,2,80,0,3,0,4,0,0,1,999,999,3,1,6,3,60,6,0,3,0,3,0,0,1,9,1,8,70,0,,276,
80,3/31/2021 15:59,3/31/2021 15:59,Disqualified,,,,English,https://www.samplicio.us/s/RelevantID.aspx?RVPID=bcdeb86578a761c97bacfedfd6ca7f09e33df493d9394aa01b8fca8d2896d7bc&RVSID=10307266&RSID=306a9ae2-8b13-4975-8387-988c07e6319f&RVTO=8000&SSID=6064d4ad-c257-cec9-e850-1fafbf61b465,1617220740_6064d484be2759.44652896,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,73.182.236.123,-71.04460144,42.07740021,United States,Brockton,MA,2301,I consent to participate in this study.,6064d4ad-c257-cec9-e850-1fafbf61b465,2356,,2356,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,3/31/2021 15:59,3/31/2021 16:01,Disqualified,,,,English,https://www.samplicio.us/s/RelevantID.aspx?RVPID=cdfd13a0971f9e660b71dc72c8ca1126&RVSID=10307266&RSID=67e4c093-70df-4b39-ac76-6e02a6b568ac&RVTO=8000&SSID=6064d47b-3df3-8409-e22b-bf0a51f1aaba,1617220767_6064d49fb9f437.54601022,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",,108.7.96.51,-71.15930176,42.27830124,United States,West Roxbury,MA,2132,I consent to participate in this study.,6064d47b-3df3-8409-e22b-bf0a51f1aaba,2026,,2026,TRUE,72,Female,Female,,"No, not of Hispanic, Latino, or Spanish origin",,White,,,,,,"Bachelor's degree (for example: BA, BS)","$90,000 to $99,000",Liberal,Unemployed,,,,,,,,,,,,,,,,,,,,,,,,,1,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
